StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2_1,Gym2_2,Gym2_3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,FL_5_DO_FL_14,FL_5_DO_FL_15,FL_5_DO_FL_16,FL_5_DO_FL_17
2022-09-13 09:23:44,2022-09-13 09:27:01,0,14,196,0,2022-09-20 09:27:06,R_xtQTNobFXv3GhoJ,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,3,2,4,1
2022-09-13 09:27:50,2022-09-13 09:28:20,0,9,29,0,2022-09-20 09:28:21,R_2WwEKTiE8i3o8Hy,anonymous,ZH-S,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3
2022-09-13 09:22:57,2022-09-13 09:28:45,0,49,348,0,2022-09-20 09:28:51,R_3oZ1FyS3Os4IDIf,anonymous,ZH-S,1,1,,,,,,,,,,0,100,0,200,1,1,2,2,10,200,20,400,1,1,5,5,3,1,2,10,,,,,,,,,,,,,4,2,3,1
2022-09-13 09:26:47,2022-09-13 09:28:47,0,20,120,0,2022-09-20 09:28:51,R_2bPl5Rto5bABrCz,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,1,2,10,,,,,,,,,,,,,4,3,2,1
2022-09-13 09:24:30,2022-09-13 09:29:42,0,31,312,0,2022-09-20 09:29:45,R_2YrhiOD0tU7oXDj,anonymous,ZH-S,1,3,0,20,0,30,50,1,5,4,1,10,20,20,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3
2022-09-13 09:29:22,2022-09-13 09:29:52,0,9,30,0,2022-09-20 09:29:53,R_11aOoOp2AVESBFL,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,2,4,1
2022-09-13 09:32:25,2022-09-13 09:33:32,0,9,66,0,2022-09-20 09:33:36,R_2AMD3i5IBV2BttF,anonymous,ZH-S,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3
2022-09-13 09:19:28,2022-09-13 09:24:23,0,40,295,0,2022-09-20 09:34:31,R_1MSQ4rhXOY55L5p,anonymous,ZH-S,1,,,,,,,,,,,10,10,20,25,1,2,1,2,15,20,20,20,2,4,2,2,2,1,,,,,,,,,,,,,,,4,1,2,3
2022-09-13 09:30:20,2022-09-13 09:35:09,0,49,289,0,2022-09-20 09:35:10,R_3mlbMwfJctbfBzh,anonymous,ZH-S,1,1,0,10,0,20,30,1,5,5,2,,,,,,,,2,20,30,20,30,1,4,4,3,2,1,1,10,,,,,,,,,,,,,2,4,1,3
2022-09-13 09:20:55,2022-09-13 09:25:52,0,51,297,0,2022-09-20 09:36:11,R_1ooPzEL1zW52qm1,anonymous,ZH-S,1,3,20,50,30,50,10,1,3,4,2,20,50,30,50,3,1,2,3,20,50,30,50,2,3,3,3,,,,,,,,,,,,,,,,,1,2,3,4
2022-09-13 09:33:28,2022-09-13 09:37:58,0,49,270,0,2022-09-20 09:38:01,R_6Satll3CwS1fXUJ,anonymous,ZH-S,1,1,10,20,20,30,30,1,5,5,1,,,,,,,,2,20,20,30,40,1,1,5,5,2,1,3,5,,,,,,,,,,,,,2,4,1,3
2022-09-13 09:32:37,2022-09-13 09:32:55,0,6,17,0,2022-09-20 09:40:18,R_2t5pCH6GuJ9JEgz,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4
2022-09-13 09:33:29,2022-09-13 09:42:11,0,77,522,0,2022-09-20 09:42:12,R_qI2zB7vU56CQwQF,anonymous,ZH-S,1,1,10,10,20,20,20,1,5,5,2,10,10,20,20,2,1,2,2,20,20,20,20,2,5,1,3,2,2,1,20,2,1,2,1,,,,,,,,,1,2,3,4
2022-09-13 09:43:16,2022-09-13 09:44:06,0,9,49,0,2022-09-20 09:44:11,R_2ZTRCY2r2PgSAUM,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,3
2022-09-13 09:44:28,2022-09-13 09:44:36,0,6,8,0,2022-09-20 09:44:41,R_1eXEXGt5UfJN2f0,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,3
2022-09-13 10:03:59,2022-09-13 10:05:31,0,20,92,0,2022-09-20 10:05:35,R_3yNgjzQ84XT3AsN,anonymous,ZH-S,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,,,,,,,,,,,,,2,4,3,1
2022-09-13 10:02:32,2022-09-13 10:05:47,0,31,194,0,2022-09-20 10:05:52,R_2Qyd2Ur90n6QOeD,anonymous,ZH-S,1,2,0,12,0,25,30,5,5,1,1,8,10,15,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3
2022-09-13 10:08:19,2022-09-13 10:09:55,0,17,96,0,2022-09-20 10:09:56,R_TkpJVzZK72hul2h,anonymous,ZH-S,1,,,,,,,,,,,10,20,20,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,3
2022-09-13 10:05:43,2022-09-13 10:12:45,0,34,421,0,2022-09-20 10:12:49,R_1qb9KWnMyADDBdZ,anonymous,ZH-S,1,1,,,,,,,,,,,,,,,,,2,10,18,18,20,2,1,4,3,2,2,3,6,,,,,,,,,,,,,3,4,2,1
2022-09-13 10:11:33,2022-09-13 10:17:02,0,49,329,0,2022-09-20 10:17:03,R_3qZPxWlVtWghxoc,anonymous,ZH-S,1,1,,,,,,,,,,8,12,20,24,1,2,3,2,18,22,20,25,1,2,4,1,2,1,3,3,,,,,,,,,,,,,4,2,3,1
2022-09-13 10:27:58,2022-09-13 10:28:41,0,11,43,0,2022-09-20 10:28:45,R_3OrBQUwyrfQS0LQ,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,2,3,4,1
2022-09-13 10:35:55,2022-09-13 10:40:06,0,49,251,0,2022-09-20 10:40:13,R_3FPZvrNHopGi0yE,anonymous,ZH-S,1,3,,,,,,,,,,10,20,20,30,3,1,3,3,20,25,20,30,1,1,5,5,3,1,3,2,,,,,,,,,,,,,4,3,1,2
2022-09-13 10:53:37,2022-09-13 10:59:24,0,49,346,0,2022-09-20 10:59:24,R_1gb9Fq5N6I2um5X,anonymous,ZH-S,1,1,,,,,,,,,,10,15,20,30,2,1,1,1,10,20,20,30,2,2,5,2,2,1,1,10,,,,,,,,,,,,,4,2,3,1
2022-09-20 12:05:09,2022-09-20 12:19:20,0,100,851,1,2022-09-20 12:19:21,R_1IgFNmLQ3Gak6Fc,anonymous,ZH-S,1,1,0,5,0,10,60,1,4,5,2,0,10,0,40,1,1,2,3,5,15,10,10,2,2,4,2,2,2,2,100,1,3,2,1,4,1,23,6,16,36,4,1,2,3,1,4
2022-09-20 12:07:52,2022-09-20 12:22:31,0,100,879,1,2022-09-20 12:22:32,R_CkOATxj3nE4aPLz,anonymous,ZH-S,1,2,0,10,0,20,20,1,5,3,1,0,20,0,30,3,2,2,2,0,20,0,30,1,4,2,1,2,1,3,5,1,3,2,1,5,2,24,1,17,36,4,1,1,4,3,2
2022-09-20 12:29:59,2022-09-20 12:38:56,0,100,537,1,2022-09-20 12:38:57,R_SNnYFT5AeLwTJwB,anonymous,ZH-S,1,2,0,10,0,10,15,1,5,4,2,10,15,20,30,1,2,1,2,20,20,20,30,2,1,5,2,2,2,1,15,1,3,2,4,2,1,19,3,13,36,4,1,3,2,1,4
2022-09-13 11:58:48,2022-09-13 12:09:10,0,43,621,0,2022-09-20 12:40:43,R_2fE5dpfqPWP2kEQ,anonymous,ZH-S,1,,,,,,,,,,,15,20,20,20,2,1,,2,15,20,20,20,2,1,5,5,2,1,3,5,,,,,,,,,,,,,4,3,2,1
2022-09-20 12:33:00,2022-09-20 12:40:56,0,100,475,1,2022-09-20 12:40:56,R_3CBdv28grIkKIVJ,anonymous,ZH-S,1,1,0,10,0,20,20,1,5,5,1,10,40,20,40,1,1,1,2,20,40,20,40,1,5,5,1,2,1,1,3,1,3,2,1,5,2,23,6,16,36,4,1,4,3,1,2
2022-09-20 12:36:11,2022-09-20 12:44:03,0,100,471,1,2022-09-20 12:44:04,R_sLlanvrXthbT7Et,anonymous,ZH-S,1,1,0,20,0,40,50,1,5,5,2,0,20,0,40,1,1,3,2,0,30,0,40,2,1,5,5,2,1,3,5,1,3,2,1,4,1,27,6,19,36,4,1,2,4,1,3
2022-09-20 12:24:58,2022-09-20 13:04:28,0,100,2369,1,2022-09-20 13:04:28,R_3MQAPfWjuJDkwMO,anonymous,ZH-S,1,3,5,10,10,20,100,5,3,3,2,10,15,20,40,1,1,1,2,5,10,10,20,2,5,4,3,3,1,1,20,1,3,1,1,3,2,23,7,16,36,4,1,1,4,3,2
2022-09-13 13:38:27,2022-09-13 13:39:08,0,6,41,0,2022-09-20 13:39:14,R_3CC21hi6Lia3s1u,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4
2022-09-13 13:41:16,2022-09-13 13:41:37,0,6,20,0,2022-09-20 13:41:44,R_3x5nL94wURit9fz,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4
2022-09-13 13:40:50,2022-09-13 13:43:28,0,20,158,0,2022-09-20 13:43:29,R_3lEMK3m2ESadXto,anonymous,ZH-S,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,2,4,3,1
2022-09-13 13:44:09,2022-09-13 13:44:17,0,6,8,0,2022-09-20 13:44:23,R_a3RKZdYMf8I6bBf,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3
2022-09-13 13:44:15,2022-09-13 13:45:05,0,3,49,0,2022-09-20 13:45:07,R_3fxixN7PIqnweUi,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 13:40:55,2022-09-13 13:45:05,0,37,250,0,2022-09-20 13:45:08,R_1dzfqtzYJoBvnVi,anonymous,ZH-S,1,2,10,10,10,15,10,1,5,4,1,,,,,,,,2,,,,,,,,,2,2,2,10,,,,,,,,,,,,,2,4,3,1
2022-09-13 13:40:15,2022-09-13 13:45:45,0,37,329,0,2022-09-20 13:45:45,R_2U42WuoJT6RhGCI,anonymous,ZH-S,1,2,10,15,20,28,50,3,2,1,2,15,15,28,28,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4
2022-09-13 13:44:46,2022-09-13 13:47:02,0,14,136,0,2022-09-20 13:47:03,R_db5K0A6Zoo2rrKF,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,,,,,,,,,,,,,,2,4,3,1
2022-09-13 13:49:33,2022-09-13 13:49:50,0,6,17,0,2022-09-20 13:49:51,R_bKI00raF4tsyKC5,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3
2022-09-13 13:54:02,2022-09-13 13:58:17,0,20,255,0,2022-09-20 13:58:22,R_273zm56QkM6v60a,anonymous,ZH-S,1,2,0,10,0,20,10,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3
2022-09-13 13:59:45,2022-09-13 14:02:14,0,17,148,0,2022-09-20 14:02:18,R_3EAswgqeVr3ObVw,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,2,10,25,20,30,2,,,,,,,,,,,,,,,,,,,,4,3,1,2
2022-09-13 14:00:11,2022-09-13 14:03:03,0,23,171,0,2022-09-20 14:03:03,R_2ZV1w73PQM2zvOM,anonymous,ZH-S,1,2,,,,,,,,,,10,10,20,20,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,3
2022-09-13 13:55:18,2022-09-13 14:13:28,0,31,1090,0,2022-09-20 14:13:28,R_s4Mf8JEm5UIh97P,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,2,10,20,10,20,2,1,5,1,2,1,1,3,,,,,,,,,,,,,4,3,1,2
2022-09-20 14:14:01,2022-09-20 14:22:27,0,100,506,1,2022-09-20 14:22:28,R_3MtyIRotsXvVQXU,anonymous,ZH-S,1,3,0,8,0,16,35,1,5,3,1,10,10,20,20,1,1,1,2,10,15,10,20,1,2,5,2,2,1,1,20,1,3,2,1,3,2,19,6,13,36,4,1,2,4,3,1
2022-09-13 14:29:02,2022-09-13 14:31:59,0,31,176,0,2022-09-20 14:32:00,R_2EnJBRt0d552r5x,anonymous,ZH-S,1,,,,,,,,,,,10,30,20,50,1,1,1,,,,,,,,,,2,2,1,20,,,,,,,,,,,,,3,1,4,2
2022-09-13 14:30:46,2022-09-13 14:35:48,0,57,302,0,2022-09-20 14:35:50,R_uaVsyTL17MGB237,anonymous,ZH-S,1,1,0,10,0,20,50,1,5,3,2,0,10,0,20,1,1,1,2,0,20,0,30,,,,,2,2,1,10,,,,,,,,,,,,,3,1,4,2
2022-09-13 14:36:36,2022-09-13 14:37:20,0,9,43,0,2022-09-20 14:37:20,R_1QE2ffKyJHwTHmf,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4
2022-09-13 14:37:13,2022-09-13 14:38:55,0,17,102,0,2022-09-20 14:39:00,R_qDvLxdGQpQKsvGp,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,100,,,,,,,,,,,,,3,2,4,1
2022-09-13 14:38:33,2022-09-13 14:39:50,0,6,76,0,2022-09-20 14:39:55,R_1f7t8uLsyEIeaIr,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,3
2022-09-13 14:42:25,2022-09-13 14:46:50,0,54,264,0,2022-09-20 14:46:57,R_3dDGtscOFJtzSYJ,anonymous,ZH-S,1,1,10,20,20,40,40,1,5,1,2,10,20,20,40,1,2,3,2,10,20,20,40,2,1,5,1,2,,,,,,,,,,,,,,,,3,1,2,4
2022-09-13 14:49:24,2022-09-13 14:54:34,0,49,309,0,2022-09-20 14:54:36,R_1FhqnHIn6MymQYc,anonymous,ZH-S,1,1,5,15,5,25,40,1,5,5,2,5,8,10,15,3,1,2,3,10,20,15,25,2,,,,,,,,,,,,,,,,,,,,2,1,3,4
2022-09-20 14:47:12,2022-09-20 14:55:18,0,100,485,1,2022-09-20 14:55:19,R_3iWmxDDRVztwJu7,anonymous,ZH-S,1,1,0,10,0,20,10,1,5,5,1,0,10,0,20,1,1,2,2,0,20,0,20,1,5,3,1,2,1,1,5,1,3,3,4,4,1,23,2,17,36,4,1,3,1,4,2
2022-09-13 14:49:32,2022-09-13 15:05:31,0,77,958,0,2022-09-20 15:05:32,R_9z9cPKV2ynGcUIp,anonymous,ZH-S,1,1,0,10,20,20,5,1,5,3,2,0,10,0,20,1,1,1,1,0,20,20,20,2,1,5,3,2,1,1,5,1,3,2,1,,,,,,,,,4,2,1,3
2022-09-20 15:08:33,2022-09-20 15:17:21,0,100,527,1,2022-09-20 15:17:21,R_2RQFq74UjASANK1,anonymous,ZH-S,1,1,0,10,0,20,100,1,5,5,2,0,10,0,20,1,1,1,2,0,20,0,20,2,1,5,5,2,1,1,10,1,3,3,4,2,1,22,6,16,143,4,1,2,3,4,1
2022-09-13 15:13:25,2022-09-13 15:20:57,0,20,451,0,2022-09-20 15:20:59,R_1EhPNy7iUzAAd0X,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,2,1,5,,,,,,,,,,,,,3,4,2,1
2022-09-13 15:04:13,2022-09-13 15:24:13,0,60,1200,0,2022-09-20 15:24:17,R_AhXoRefooMJ7MxH,anonymous,ZH-S,1,1,0,10,0,20,50,1,5,5,,0,20,0,20,1,1,2,2,0,20,0,20,2,1,5,2,2,1,2,50,,,,,,,,,,,,,4,2,1,3
2022-09-13 16:17:06,2022-09-13 16:17:39,8,3,33,0,2022-09-20 16:17:42,R_2WC2d8bYwBxMcgm,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20 16:03:57,2022-09-20 16:18:53,0,100,896,1,2022-09-20 16:18:55,R_2YtsdxR1YUD8z8A,anonymous,ZH-S,1,2,10,20,20,30,20,1,5,5,1,0,15,0,25,1,1,3,2,20,30,0,30,1,1,1,1,2,2,1,5,1,3,3,4,5,2,25,2,16,36,4,2,3,1,2,4
2022-09-13 16:15:06,2022-09-13 16:22:29,0,51,443,0,2022-09-20 16:22:30,R_3L5TECb7XV8Dk6I,anonymous,ZH-S,1,1,0,10,0,20,50,1,5,4,2,0,10,0,20,1,1,1,2,,,,,,,,,2,1,1,25,,,,,,,,,,,,,3,2,4,1
2022-09-13 17:14:05,2022-09-13 17:14:33,0,6,28,0,2022-09-20 17:14:34,R_2uU7wyONyloiELf,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2
2022-09-13 14:12:59,2022-09-13 17:46:23,0,14,12804,0,2022-09-20 17:46:32,R_YQurRkfdgte22UV,anonymous,EN,1,1,0,12,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4
2022-09-13 20:57:05,2022-09-13 20:59:35,0,20,149,0,2022-09-20 20:59:38,R_2qwR7bm9iznHAwe,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,2,3,1000000,,,,,,,,,,,,,4,3,2,1
2022-09-20 22:04:41,2022-09-20 22:16:57,0,100,736,1,2022-09-20 22:16:57,R_1jTY2307akhRH0f,anonymous,ZH-S,1,2,5,20,5,30,30,1,4,4,1,10,20,20,30,1,2,1,2,10,30,20,30,1,3,2,2,2,1,1,10,1,3,2,1,4,1,22,7,16,75,4,1,4,3,1,2
2022-09-21 02:35:31,2022-09-21 02:49:41,0,100,849,1,2022-09-21 02:49:41,R_2f6vCeJWHA9eVsr,anonymous,ZH-S,1,1,0,10,20,20,15,5,5,2,2,10,20,20,40,1,1,2,2,20,20,20,20,2,5,5,3,2,1,2,5,1,3,2,4,5,1,33,6,19,36,4,1,2,3,1,4
2022-09-14 02:51:46,2022-09-14 02:59:20,0,51,454,0,2022-09-21 02:59:25,R_2t67jEyHevZW2Uk,anonymous,ZH-S,1,1,0,18,0,28,50,1,5,5,1,0,20,0,30,1,1,2,2,,,,,,,,,2,1,1,25,,,,,,,,,,,,,3,2,4,1
2022-09-14 08:03:42,2022-09-14 08:04:42,0,9,60,0,2022-09-21 08:04:45,R_vvSaxO1CSCEPgHL,anonymous,ZH-S,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4
2022-09-14 08:53:02,2022-09-14 09:04:11,0,49,668,0,2022-09-21 09:04:17,R_OqeNLWfvwx0nPFv,anonymous,ZH-S,1,1,,,,,,,,,,20,50,30,100,1,1,3,2,30,50,30,100,1,2,5,1,2,1,3,3,,,,,,,,,,,,,4,3,2,1
2022-09-15 03:23:16,2022-09-15 03:27:21,0,46,245,0,2022-09-22 03:27:23,R_WDvUzQyDDVVkXTP,anonymous,ZH-S,1,1,10,15,20,30,40,3,3,3,2,10,15,20,30,1,1,1,2,20,30,20,30,,,,,,,,,,,,,,,,,,,,,2,1,3,4
2022-09-22 04:14:17,2022-09-22 04:22:03,0,100,465,1,2022-09-22 04:22:03,R_1jD4xATWXqZnCAd,anonymous,ZH-S,1,1,10,20,20,30,50,3,5,1,2,10,20,20,30,1,1,2,2,10,20,20,30,2,3,5,1,2,1,2,20,1,3,2,4,4,2,23,6,17,36,4,1,3,2,1,4
2022-09-15 08:26:21,2022-09-15 08:27:12,0,9,51,0,2022-09-22 08:27:12,R_1Fo0F7H7nOfy4ed,anonymous,EN,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,3
2022-09-22 13:50:47,2022-09-22 14:15:35,0,100,1488,1,2022-09-22 14:15:36,R_3HAcWrv1OAmtzj0,anonymous,ZH-S,1,1,10,20,20,20,20,1,5,3,2,10,20,20,20,1,1,1,2,10,20,20,20,1,1,4,4,2,1,1,15,1,3,2,4,4,1,26,6,18,36,4,1,4,3,2,1
2022-09-22 14:02:23,2022-09-22 14:37:15,0,100,2091,1,2022-09-22 14:37:15,R_120aaMWKYEfsMqQ,anonymous,ZH-S,1,1,0,7,0,17,5,2,5,5,2,0,7,0,17,2,1,3,2,20,25,20,25,2,2,5,5,1,1,3,5,1,3,2,4,3,2,28,7,16,36,4,1,3,4,2,1
2022-09-22 14:48:31,2022-09-22 15:00:04,0,100,692,1,2022-09-22 15:00:04,R_3ad9T09TiHeuMOl,anonymous,ZH-S,1,3,0,5,0,10,30,2,5,5,1,0,8,0,16,3,1,1,2,0,5,0,10,1,1,5,5,2,1,1,30,1,3,2,4,3,2,30,7,17.5,36,4,1,1,4,2,3
2022-09-22 13:42:37,2022-09-22 15:07:15,0,100,5077,1,2022-09-22 15:07:15,R_2rI9DG2R3CshYNc,anonymous,ZH-S,1,2,0,50,0,80,28,3,3,1,1,0,50,20,100,1,1,1,1,20,100,20,150,2,5,3,1,2,2,1,10,1,3,2,1,4,2,29,6,17,36,4,1,1,3,4,2
2022-09-22 14:58:11,2022-09-22 15:11:24,0,100,793,1,2022-09-22 15:11:25,R_1FzZXyEa8v07Iux,anonymous,ZH-S,1,1,0,10,0,20,10,1,5,3,1,0,10,0,20,2,2,2,2,0,10,0,20,1,1,5,3,2,2,2,10,1,3,2,4,5,2,28,7,15,36,4,2,4,2,3,1
2022-09-22 15:07:04,2022-09-22 15:15:58,0,100,533,1,2022-09-22 15:15:58,R_1iedO0FT2X63gdY,anonymous,ZH-S,1,1,10,10,20,20,10,3,1,2,2,20,20,20,20,3,1,1,2,10,10,20,20,2,2,2,2,3,1,1,10,1,3,3,4,4,2,40,6,15,36,4,1,2,1,4,3
2022-09-22 15:08:28,2022-09-22 15:37:10,0,100,1722,1,2022-09-22 15:37:11,R_24vfpokDA5tPFcf,anonymous,ZH-S,1,1,10,20,20,20,20,1,5,5,1,10,20,20,20,1,1,1,2,0,10,20,20,1,2,5,1,2,1,2,6,1,3,3,4,3,2,46,6,17,36,4,1,4,3,1,2
2022-09-22 15:45:55,2022-09-22 15:56:38,0,100,642,1,2022-09-22 15:56:39,R_3FJbUMkal6SbrRi,anonymous,ZH-S,1,3,10,10,20,20,20,5,5,5,2,10,10,20,20,3,1,2,2,10,10,20,20,2,5,5,5,2,1,2,20,4,3,3,4,3,1,28,7,17,36,4,1,3,4,1,2
2022-09-22 14:34:11,2022-09-22 16:00:03,0,100,5151,1,2022-09-22 16:00:03,R_erJbZCQQX9Fc3Qd,anonymous,ZH-S,1,1,50,100,100,200,20,3,5,2,1,50,100,100,200,1,1,1,2,10,20,20,40,1,2,5,3,2,2,1,10,1,3,2,1,5,1,32,6,19,36,4,1,1,2,3,4
2022-09-22 16:17:38,2022-09-22 16:27:10,0,100,572,1,2022-09-22 16:27:10,R_1PdBa8qLTf0LO2b,anonymous,ZH-S,1,2,0,20,0,20,50,1,2,2,2,0,20,0,20,3,1,2,3,0,20,0,20,2,2,2,1,3,1,2,50,1,3,3,4,2,1,34,6,19,36,4,1,2,4,1,3
2022-09-22 16:33:39,2022-09-22 16:42:44,0,100,545,1,2022-09-22 16:42:44,R_3R7MEyGu3a6KMwu,anonymous,ZH-S,1,3,10,10,20,20,30,1,3,3,1,10,10,20,20,1,1,1,2,10,10,20,20,1,4,3,3,2,1,1,15,1,4,3,4,5,2,28,7,16,36,4,1,2,4,1,3
2022-09-22 16:33:01,2022-09-22 16:49:55,0,100,1013,1,2022-09-22 16:49:55,R_2fHfs62XB8ADjDR,anonymous,ZH-S,1,3,0,10,0,20,30,1,5,5,2,10,10,20,20,3,1,1,2,20,20,20,20,2,4,4,2,2,1,1,15,1,3,2,4,5,1,30,7,17,36,4,1,1,3,4,2
2022-09-22 16:44:19,2022-09-22 16:58:24,0,100,845,1,2022-09-22 16:58:25,R_3hABFvW5A0ikpkc,anonymous,ZH-S,1,3,0,50,0,50,20,1,5,5,1,0,50,0,50,3,2,2,2,0,50,0,50,1,5,5,1,2,1,2,5,1,3,2,1,5,1,36,6,18,36,4,1,1,4,2,3
2022-09-22 15:25:28,2022-09-22 17:10:17,0,100,6288,1,2022-09-22 17:10:17,R_z8sql19UrrIP9fP,anonymous,ZH-S,1,3,0,10,0,20,100,2,5,1,1,0,10,0,20,3,1,2,2,0,20,0,20,2,2,5,1,3,1,2,35,1,3,2,1,4,2,28,7,17,36,4,1,1,2,3,4
2022-09-15 18:08:15,2022-09-15 18:08:28,0,6,13,0,2022-09-22 18:08:34,R_2y89m12CVu7YAW7,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,2
2022-09-22 21:39:44,2022-09-22 21:46:51,0,100,427,1,2022-09-22 21:46:52,R_25sZQAlbuUlqwg5,anonymous,ZH-S,1,1,0,10,0,18,20,2,4,3,1,0,10,0,18,1,1,1,2,0,20,0,22,1,5,3,3,2,1,1,50,1,3,2,4,4,2,24,5,17,122,4,1,1,4,3,2
2022-09-23 14:26:48,2022-09-23 14:33:30,0,100,402,1,2022-09-23 14:33:30,R_2AFOw2TZXJ2Df8w,anonymous,ZH-S,1,1,0,10,0,20,10,1,5,5,2,0,10,0,20,1,1,2,2,0,10,0,20,2,1,5,5,2,1,2,10,1,3,1,3,3,1,32,6,16,36,4,1,3,2,4,1
2022-09-17 02:05:05,2022-09-17 02:05:16,0,6,11,0,2022-09-24 02:05:21,R_yyw2VGWfpzmEWgV,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2
2022-09-17 09:01:46,2022-09-17 09:02:04,0,6,17,0,2022-09-24 09:02:09,R_T6f98GEdvsPYgOl,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4
2022-09-17 17:15:23,2022-09-17 17:15:31,0,6,7,0,2022-09-24 17:15:34,R_21c5L3Ko8L8Qi3s,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4
2022-09-27 00:56:56,2022-09-27 01:06:01,0,100,544,1,2022-09-27 01:06:02,R_1FQW1x5chUi9ZFk,anonymous,ZH-S,1,3,0,10,0,20,15,1,5,5,2,0,10,0,20,1,1,2,1,10,15,20,20,2,4,4,4,3,1,2,5,1,3,2,1,3,1,24,7,18,187,4,1,2,4,3,1
