StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,R,FL_5_DO_FL_14,FL_5_DO_FL_15,FL_5_DO_FL_16,FL_5_DO_FL_17
2022-09-19 12:42:04,2022-09-19 13:13:35,0,100,1891,1,2022-09-19 13:13:36,R_21iHL8zZWWB2Ce1,anonymous,PT,1,1,3,0,5,0,5,10,2,4,4,1,0,5,0,5,1,1,1,2,0,10,0,10,1,3,3,3,2,1,1,3,3,4,2,4,5,2,43,3,12,138,8,1,,2,3,4,1
2022-09-19 13:01:39,2022-09-19 13:19:41,0,100,1081,1,2022-09-19 13:19:41,R_2y1KXYWyTWmy2cB,anonymous,PT,0.8999999761581421,1,3,2.5,5,2.5,10,5,2,4,3,1,5,5,5,10,3,1,3,1,3,5,5,10,1,2,4,3,3,1,3,2,1,3,3,4,4,1,25,2,17,84,8,1,r,4,3,1,2
2022-09-19 13:14:38,2022-09-19 13:21:46,0,100,427,1,2022-09-19 13:21:46,R_2yfottu6PRRH9PB,anonymous,PT,1,1,3,5,5,10,10,10,2,4,4,1,5,5,10,10,3,1,2,3,5,5,10,10,1,2,4,4,3,1,2,5,1,3,2,4,3,1,50,9,16,138,8,1,r,3,4,2,1
2022-09-19 13:13:01,2022-09-19 13:26:50,0,100,829,1,2022-09-19 13:26:50,R_2WxpM34m3VzA5mE,anonymous,PT,1,1,1,0,5,0,10,2,2,4,3,2,5,5,5,10,1,1,3,2,5,5,10,10,2,4,3,1,2,1,3,2,1,3,2,1,5,1,27,8,17,138,8,1,r,4,1,2,3
2022-09-19 13:28:04,2022-09-19 13:40:14,0,100,729,1,2022-09-19 13:40:14,R_3O8M6wt7ghn9Hdn,anonymous,PT,0.8999999761581421,1,2,0,5,0,10,3,1,5,5,2,5,7,5,10,1,1,3,2,5,5,10,12,2,4,4,4,2,1,3,3,3,3,2,4,5,1,27,6,17,138,8,1,r,4,2,3,1
2022-09-19 13:33:52,2022-09-19 13:42:17,0,100,504,1,2022-09-19 13:42:17,R_29gI1LWzxSdF5ce,anonymous,PT,1,1,3,0,5,0,10,2,5,1,5,2,5,5,10,10,3,1,1,3,5,5,10,10,2,5,1,5,3,2,1,2,1,3,2,4,5,1,36,5,18,138,8,1,r,2,4,1,3
2022-09-19 13:37:23,2022-09-19 13:46:26,0,100,543,1,2022-09-19 13:46:26,R_3gNnnARoKC3pNaW,anonymous,PT,1,1,3,0,5,0,5,5,1,5,5,2,5,5,5,5,1,1,3,1,4,5,8,10,2,5,1,3,2,2,3,2,1,3,2,4,4,2,38,9,19,138,8,1,r,1,3,4,2
2022-09-19 13:47:07,2022-09-19 13:48:13,0,100,66,1,2022-09-19 13:48:13,R_3JFyGnjzmKFnoHj,anonymous,PT,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,
2022-09-19 13:48:23,2022-09-19 13:57:43,0,100,560,1,2022-09-19 13:57:43,R_27Ea0SskGx03HUL,anonymous,PT,1,1,3,5,5,5,5,2,1,4,3,2,5,5,5,5,3,2,2,3,10,10,10,10,2,1,4,3,2,2,2,1.50,1,3,2,4,5,2,27,8,16,138,8,1,r,4,2,3,1
2022-09-19 13:58:24,2022-09-19 14:18:55,0,100,1231,1,2022-09-19 14:18:55,R_Aimqq4ZlQs3Tnb3,anonymous,PT,1,1,1,3,5,7,10,2,1,5,5,1,5,5,7,10,1,1,2,1,5,5,10,10,1,5,2,2,2,2,2,2,1,3,2,4,5,1,26,9,17,138,8,1,,4,1,3,2
2022-09-19 14:06:11,2022-09-19 14:22:29,0,100,977,1,2022-09-19 14:22:29,R_xgbbQ8Bi14nmQxP,anonymous,PT,0.8999999761581421,1,3,5,5,10,10,5,1,5,5,1,5,5,10,10,1,2,2,2,5,5,10,10,1,2,4,5,2,2,3,3,1,3,2,4,5,2,26,1,17,138,8,1,,4,2,1,3
2022-09-19 14:13:35,2022-09-19 14:24:33,0,100,658,1,2022-09-19 14:24:33,R_2rqfuAzI39NJzdA,anonymous,PT,0.800000011920929,1,3,5,5,5,5,3,1,5,5,1,5,5,5,5,3,1,2,3,10,10,10,10,1,1,5,5,3,1,2,3,1,3,3,4,4,1,38,8,17,138,8,1,r,4,3,1,2
2022-09-19 14:17:45,2022-09-19 14:36:17,0,100,1111,1,2022-09-19 14:36:17,R_cAc0AbxKplXx0Gd,anonymous,PT,1,1,3,5,10,5,10,15,1,5,5,2,5,10,5,10,3,1,2,2,10,15,10,15,2,4,1,1,1,1,2,5,1,3,2,4,4,2,29,9,17,122,8,1,,1,3,2,4
2022-09-19 14:24:56,2022-09-19 14:38:40,0,100,823,1,2022-09-19 14:38:40,R_pFS8SqdykKHNN1n,anonymous,PT,0.8999999761581421,1,3,5,5,5,9.5,3,2,5,2,2,5,5,5,9.5,2,2,3,2,5,5,5,9.5,2,2,5,2,2,2,3,3,4,2,2,2,3,1,26,2,13,138,8,1,r,3,1,2,4
2022-09-19 15:08:52,2022-09-19 15:17:37,0,100,524,1,2022-09-19 15:17:37,R_u3cKlRrErdJvnBT,anonymous,PT,1,1,3,5,10,5,10,5,1,5,3,2,5,10,5,10,1,1,2,2,10,10,10,10,2,3,4,2,3,2,1,3,3,3,3,4,5,1,26,6,17,138,8,1,,1,2,4,3
2022-09-19 15:15:03,2022-09-19 15:23:24,0,100,500,1,2022-09-19 15:23:24,R_2zTT2WtFFB2qfji,anonymous,PT,1,1,3,5,5,5,10,3,4,2,2,1,5,5,5,10,1,1,1,2,5,5,5,10,1,2,2,2,2,1,1,1.50,1,1,2,2,4,1,21,7,15,138,8,1,r,3,4,2,1
2022-09-19 15:15:41,2022-09-19 15:26:13,0,100,632,1,2022-09-19 15:26:14,R_2bVJmNgssDKstcD,anonymous,PT,0.8999999761581421,1,1,5,5,5,10,5,1,5,5,1,5,5,5,10,1,1,2,2,10,10,10,10,1,4,1,4,2,1,2,3,1,3,2,2,3,1,30,7,15,163,8,1,r,3,1,2,4
2022-09-19 15:23:23,2022-09-19 15:35:17,0,100,714,1,2022-09-19 15:35:19,R_1CdadpVyx8UTzzO,anonymous,PT,0.8999999761581421,1,3,5,5,10,10,2,1,5,5,1,5,5,10,10,3,1,1,2,5,5,10,10,1,1,5,3,3,1,3,2,1,3,2,4,4,1,34,8,15,138,8,1,r,1,3,2,4
2022-09-19 15:27:50,2022-09-19 15:40:55,0,100,784,1,2022-09-19 15:40:55,R_27Ir8wAvZUXm0CP,anonymous,PT,1,1,2,0,5,0,10,4,2,4,5,2,0,5,0,10,1,1,2,1,0,5,0,10,2,5,2,4,1,1,1,2,1,3,2,1,5,1,45,7,16,138,8,1,r,2,3,1,4
2022-09-19 15:41:58,2022-09-19 15:54:51,0,100,773,1,2022-09-19 15:54:51,R_3m4shax4hnP3APU,anonymous,PT,1,1,1,0,5,5,10,3,1,4,4,1,5,5,5,10,1,2,3,2,5,5,5,10,2,4,2,2,3,2,3,1.50,1,4,3,1,4,1,23,1,17,138,8,1,,1,4,3,2
2022-09-19 15:50:55,2022-09-19 15:59:55,0,100,539,1,2022-09-19 15:59:55,R_33pC7b9CpSkxMAw,anonymous,PT,1,1,3,0,5,0,10,3,1,4,5,1,0,5,0,10,2,1,1,2,0,5,0,10,1,1,4,5,2,1,1,1.5,1,3,2,2,3,1,25,5,14,138,3,1,r,1,2,3,4
2022-09-19 15:56:55,2022-09-19 16:09:57,0,100,781,1,2022-09-19 16:09:57,R_3m2GtBsHiflImPq,anonymous,PT,1,1,1,5,10,10,10,3,1,5,5,2,5,5,10,10,1,2,2,2,5,5,10,10,2,3,4,2,2,2,1,1,1,3,3,4,5,2,24,9,18,138,8,1,,1,4,3,2
2022-09-19 16:00:35,2022-09-19 16:13:36,0,100,780,1,2022-09-19 16:13:36,R_3NEWL2vBQDnKhBb,anonymous,PT,1,1,3,5,10,10,15,4,1,5,2,1,5,10,10,10,3,1,2,2,10,10,10,10,1,2,5,1,3,1,1,1.50,1,4,1,4,5,2,31,5,18,138,8,1,,4,2,1,3
2022-09-19 16:05:55,2022-09-19 16:13:58,0,100,483,1,2022-09-19 16:13:58,R_25XUcJwO0frBNMi,anonymous,PT,1,1,1,3,5,5,10,3,1,4,4,1,3,5,5,10,1,1,1,2,6,10,5,10,1,3,2,2,2,1,1,2,1,3,2,4,5,2,22,3,16,138,8,1,,3,2,4,1
2022-09-19 16:13:03,2022-09-19 16:21:45,0,100,521,1,2022-09-19 16:21:45,R_2aOZn3EdNOsWMTo,anonymous,PT,1,1,1,0,5,0,10,5,5,1,5,1,0,5,0,10,1,1,1,2,0,5,0,10,1,5,1,5,2,2,1,2,1,3,2,3,4,1,42,8,16,138,8,1,r,4,3,2,1
2022-09-19 16:16:01,2022-09-19 16:29:04,0,100,782,1,2022-09-19 16:29:04,R_2wSInawmLFl1JXn,anonymous,PT,1,1,3,0,5,0,15,6,1,5,3,2,5,10,5,15,3,2,1,3,10,15,10,15,2,3,5,1,3,2,1,3,1,3,2,4,4,2,34,2,8,138,8,1,,4,3,1,2
2022-09-19 16:21:39,2022-09-19 16:29:39,0,100,480,1,2022-09-19 16:29:40,R_2YlF2AEcAPYZurF,anonymous,PT,1,1,3,5,5,5,5,3,1,5,4,1,5,5,5,5,3,2,3,2,10,10,10,10,1,1,5,4,2,2,1,2,1,3,3,4,4,2,32,1,16,138,8,1,,3,1,4,2
2022-09-19 16:17:03,2022-09-19 16:30:09,0,100,785,1,2022-09-19 16:30:10,R_3JarX457YOyt7k5,anonymous,PT,1,1,3,0,5,2.5,5,5,1,5,5,1,5,5,10,10,1,1,3,2,5,10,10,10,1,5,1,3,2,2,3,3,1,3,3,4,4,2,30,6,18,138,8,1,,4,2,1,3
2022-09-19 16:31:29,2022-09-19 16:41:40,0,100,610,1,2022-09-19 16:41:40,R_2PAW4SzD0uMXD85,anonymous,PT,1,1,3,5,5,5,10,5,1,3,4,1,5,5,5,10,3,2,2,2,10,10,10,10,1,2,5,1,3,2,2,2,1,3,3,4,5,2,40,4,16,138,8,1,,1,4,3,2
2022-09-19 16:36:36,2022-09-19 16:44:28,0,100,472,1,2022-09-19 16:44:29,R_3PaRKjj95iUCcNf,anonymous,PT,0.8999999761581421,1,1,0,5,0,5,3,3,4,4,2,5,5,5,5,1,1,1,2,10,10,10,10,2,3,5,1,2,1,1,3,1,3,2,3,3,1,39,8,17,138,8,1,r,4,2,1,3
2022-09-19 16:41:16,2022-09-19 16:48:25,0,100,429,1,2022-09-19 16:48:25,R_2xP3H9pF1r73uuL,anonymous,PT,0.8999999761581421,1,3,0,5,0,10,5,1,5,5,2,5,5,5,10,1,1,1,2,5,5,10,10,2,5,2,3,3,1,1,3,1,3,2,3,4,1,30,8,14,138,8,1,r,4,3,1,2
2022-09-19 16:33:29,2022-09-19 17:22:02,0,100,2913,1,2022-09-19 17:22:03,R_UaanBtIsrl1xrNf,anonymous,PT,1,1,2,3,4,5,9,10,2,4,4,2,0,5,0,8,3,1,2,2,5,5,5,10,2,5,1,2,1,1,2,3,1,3,2,4,4,2,32,3,15,138,8,1,r,1,3,4,2
2022-09-19 17:24:10,2022-09-19 17:35:48,0,100,697,1,2022-09-19 17:35:48,R_YadAtdZZwTyjAs1,anonymous,PT,0.8999999761581421,1,3,5,5,10,10,2,1,5,5,1,5,5,10,10,3,1,3,1,5,5,10,10,1,1,5,5,2,2,3,2,1,3,2,1,5,1,31,9,17,138,8,1,r,1,2,3,4
2022-09-19 17:28:46,2022-09-19 17:35:58,0,100,432,1,2022-09-19 17:35:59,R_120brm6ow8r7n28,anonymous,PT,0.8999999761581421,1,3,15,20,20,30,3,1,5,1,2,15,20,20,30,1,2,3,3,15,20,15,25,1,1,1,4,3,2,3,2,1,3,2,3,5,2,25,1,17,138,8,1,,4,2,1,3
2022-09-19 17:25:10,2022-09-19 17:39:56,0,100,886,1,2022-09-19 17:39:58,R_1f28iw2gnnas8Iy,anonymous,PT,1,1,3,5,5,5,10,1.5,1,5,5,1,5,5,5,10,3,2,2,1,10,10,10,10,1,5,3,2,2,1,2,1.5,1,3,2,2,3,1,27,5,17,138,8,1,r,4,2,3,1
2022-09-19 18:06:50,2022-09-19 18:23:39,0,100,1008,1,2022-09-19 18:23:39,R_3HNrOas7f81GGHB,anonymous,PT,1,1,1,0,5,0,5,10,1,5,4,1,5,5,5,5,1,1,2,2,5,5,10,10,1,4,5,1,1,2,1,5,1,3,3,4,5,1,58,7,11,138,8,1,0,2,4,1,3
2022-09-19 18:24:12,2022-09-19 18:28:30,0,100,258,1,2022-09-19 18:28:30,R_2qsAuGTFKhZu9Xi,anonymous,PT,1,1,1,5,10,5,10,10,5,1,3,1,5,10,5,10,3,1,2,2,5,10,5,10,1,5,1,3,1,1,2,10,4,4,1,4,5,1,25,5,15,138,8,1,,2,3,1,4
2022-09-19 18:29:03,2022-09-19 18:40:11,0,100,667,1,2022-09-19 18:40:11,R_30i5nodDONhLrZG,anonymous,PT,0.8999999761581421,1,1,5,10,10,12.5,3,1,5,5,1,5,7.5,10,12.5,1,2,1,2,10,12.5,10,12.5,1,1,4,5,2,2,1,3.5,2,3,2,4,5,2,33,1,19,138,8,1,,3,1,2,4
2022-09-19 18:38:11,2022-09-19 18:46:52,0,100,521,1,2022-09-19 18:46:52,R_2w0Qd4YC1QgU5Dt,anonymous,PT,1,1,3,5,10,10,15,10,1,5,5,1,5,10,10,15,1,2,2,2,5,10,10,15,1,3,5,1,2,2,2,8,2,4,2,4,5,2,68,9,18,138,8,1,,1,2,3,4
2022-09-19 18:37:34,2022-09-19 18:50:14,0,100,759,1,2022-09-19 18:50:14,R_2rkzJExoe8O2IRG,anonymous,PT,1,1,3,5,10,5,10,5,1,4,5,1,5,10,5,10,1,1,2,2,5,5,10,10,1,3,1,1,2,2,3,3,1,3,2,4,5,2,24,2,17,138,8,1,,2,1,4,3
2022-09-19 18:43:45,2022-09-19 18:51:09,0,100,443,1,2022-09-19 18:51:09,R_UsHlSBJvRfDbtFD,anonymous,PT,1,1,2,5,5,10,10,4,2,4,3,2,5,5,10,10,1,1,3,2,5,10,10,10,2,2,3,2,1,1,1,3,4,4,2,4,5,2,23,5,15,138,8,1,,2,3,4,1
2022-09-19 18:58:20,2022-09-19 19:08:02,0,100,582,1,2022-09-19 19:08:02,R_UAaQGAEXMEAaStP,anonymous,PT,0.8999999761581421,1,1,5,5,5,10,4,1,5,5,1,5,5,5,10,1,1,3,3,5,5,5,10,1,2,4,4,2,1,3,3,1,3,2,3,5,1,22,1,16,138,8,1,,4,2,3,1
2022-09-19 19:40:18,2022-09-19 19:44:08,0,100,229,1,2022-09-19 19:44:08,R_30qrEDV6CemJ4Nu,anonymous,PT,1,1,2,20,30,10,20,490,3,3,3,1,4,2,8,10,2,1,1,1,9,5,6,8,1,2,3,3,2,2,2,10,1,2,2,2,2,2,33,3,17,138,3,1,,1,4,2,3
2022-09-19 19:34:01,2022-09-19 19:44:43,0,100,641,1,2022-09-19 19:44:43,R_3si5DFXwosMUqjH,anonymous,PT,0.8999999761581421,1,3,5,10,10,20,3,1,5,5,1,5,10,10,20,3,2,1,1,5,10,10,20,1,1,5,5,3,2,1,2,1,3,2,4,4,1,18,1,12,138,8,1,r,4,2,3,1
2022-09-19 18:30:40,2022-09-19 19:54:56,0,100,5055,1,2022-09-19 19:54:56,R_2uDrEBePn590IDf,anonymous,PT,1,1,3,5,5,5,10,3.5,1,5,5,1,5,5,5,10,1,2,2,1,5,10,10,10,2,5,4,2,2,1,2,2.5,1,2,3,4,5,2,28,4,12,138,8,1,,3,1,4,2
2022-09-19 20:03:45,2022-09-19 20:04:03,0,100,17,1,2022-09-19 20:04:04,R_2VprTO6YozPtGqh,anonymous,PT,0.8999999761581421,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,
2022-09-19 20:16:23,2022-09-19 20:26:53,0,100,629,1,2022-09-19 20:26:53,R_d5TvnEOW7Iaob4Z,anonymous,PT,1,1,1,5,5,5,10,10,1,5,5,2,5,5,5,10,1,1,2,2,5,10,10,10,2,4,4,2,2,1,1,4,1,3,2,4,4,2,25,2,17,122,8,1,,4,3,1,2
2022-09-19 20:30:41,2022-09-19 20:44:54,0,100,852,1,2022-09-19 20:44:54,R_1ltPJkxhJPjYvZA,anonymous,PT,1,1,3,5,20,5,20,10,1,5,5,1,5,25,5,25,1,1,3,2,10,30,10,30,1,1,5,5,3,1,3,3,1,3,2,1,5,1,28,6,17,138,8,1,,2,3,4,1
2022-09-19 20:39:06,2022-09-19 20:52:07,0,100,780,1,2022-09-19 20:52:07,R_12SfEiZ7DlOHe4I,anonymous,PT,0.8999999761581421,1,1,5,15,10,20,5,1,4,4,1,5,15,10,20,1,2,1,1,10,20,10,20,1,2,4,3,2,2,1,4,4,4,2,1,4,2,24,1,14,138,8,1,,4,2,3,1
2022-09-19 20:43:40,2022-09-19 20:57:34,0,100,833,1,2022-09-19 20:57:34,R_3feHultVItipB1c,anonymous,PT,1,1,3,5,5,5,5,5,1,5,5,2,5,5,5,5,1,1,3,2,10,10,10,10,2,1,5,5,2,1,1,5,1,3,3,4,5,2,51,6,17,138,8,1,,3,1,2,4
2022-09-19 21:05:00,2022-09-19 21:23:03,0,100,1082,1,2022-09-19 21:23:03,R_tXS1UqMWRVfaqm5,anonymous,PT,1,1,3,5,10,5,15,0,1,5,5,1,5,5,5,5,3,2,2,1,10,15,10,15,1,1,5,5,3,2,2,3,1,3,2,3,4,1,23,9,17,138,8,1,r,4,1,3,2
2022-09-19 21:44:20,2022-09-19 22:04:50,0,100,1229,1,2022-09-19 22:04:50,R_2Se2pMxoeTnHTa6,anonymous,PT,1,1,1,0,5,0,5,5,1,5,5,2,5,5,5,5,1,1,2,1,10,10,10,10,2,3,3,5,3,2,1,3,1,3,2,4,5,2,28,3,18,138,8,1,,4,2,3,1
2022-09-19 22:00:04,2022-09-19 22:15:02,0,100,898,1,2022-09-19 22:15:03,R_Qb3vYx7E7vojJct,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,3,2,3,4,2,0,5,0,10,1,1,2,2,0,5,0,10,2,2,3,4,1,1,2,3,1,3,3,4,4,1,23,1,15,138,8,1,,4,2,1,3
2022-09-19 22:08:35,2022-09-19 22:19:10,0,100,634,1,2022-09-19 22:19:10,R_12u7rF3idqtmRNQ,anonymous,PT,1,1,1,0,5,5,10,6,1,5,5,1,5,5,10,10,3,1,1,1,5,5,10,10,2,1,5,2,2,2,1,2,1,3,2,1,5,1,28,6,19,138,8,1,r,4,2,1,3
2022-09-19 22:19:16,2022-09-19 22:27:20,0,100,483,1,2022-09-19 22:27:20,R_2f6BJsHN0s3jJuQ,anonymous,PT,1,1,1,5,10,10,15,2,1,5,4,1,5,10,5,10,1,2,2,2,10,10,10,10,2,4,2,4,2,2,2,2,2,3,2,4,3,1,30,9,17,138,8,1,r,3,1,2,4
2022-09-19 22:59:45,2022-09-19 23:11:25,0,100,700,1,2022-09-19 23:11:25,R_27g0F3RU1bH7aEE,anonymous,PT,1,1,3,0,0,0,0,5,1,5,3,2,5,5,5,10,3,1,2,3,10,10,10,10,2,3,4,2,3,1,1,3,1,3,2,4,4,2,39,4,17,138,8,1,r,3,4,1,2
2022-09-19 23:10:18,2022-09-19 23:21:25,0,100,667,1,2022-09-19 23:21:25,R_sUnFZWKYMCS2TBv,anonymous,PT,1,1,1,5,5,5,10,10,1,5,5,2,5,5,5,10,1,1,2,1,10,10,10,10,2,5,4,2,2,2,2,3,1,3,2,4,4,2,25,4,17,138,8,1,r,1,3,2,4
2022-09-19 23:12:45,2022-09-19 23:22:23,0,100,578,1,2022-09-19 23:22:23,R_RaUtR9s3ZnxaQ8x,anonymous,PT,1,1,2,0,0,0,0,2,3,3,3,2,5,5,5,5,1,1,2,2,5,5,5,5,2,3,3,3,1,1,2,2,1,3,2,4,3,1,30,8,17,138,8,1,r,1,2,3,4
2022-09-19 23:14:30,2022-09-19 23:25:03,0,100,633,1,2022-09-19 23:25:03,R_UZ4ZEa5silcl1iF,anonymous,PT,1,1,1,0,5,0,10,3,1,5,4,1,0,5,0,10,1,2,2,2,0,5,0,10,1,2,4,2,2,2,2,2,1,3,3,4,5,1,23,1,13,138,8,1,,3,4,1,2
2022-09-19 23:44:18,2022-09-19 23:52:11,0,100,472,1,2022-09-19 23:52:12,R_2BfhccNJ13T3xG9,anonymous,PT,1,1,1,5,5,10,10,5,2,2,2,1,5,5,10,10,3,2,3,3,10,10,10,10,1,2,1,2,3,2,3,5,1,3,2,4,5,2,33,7,17,138,8,1,r,1,3,4,2
2022-09-19 23:44:08,2022-09-19 23:52:25,0,100,497,1,2022-09-19 23:52:25,R_3s5jXxh0tC2drXw,anonymous,PT,1,1,3,5,10,5,10,2,1,3,2,1,5,10,5,10,3,1,3,3,5,10,5,10,1,2,4,3,3,1,3,1,1,3,2,1,4,1,43,5,19,138,8,1,r,3,2,4,1
2022-09-19 23:52:59,2022-09-20 00:07:09,0,100,850,1,2022-09-20 00:07:11,R_2dEkp3aqFvxkGCV,anonymous,PT,1,1,1,0,5,0,10,5,1,5,3,2,0,5,0,10,1,1,2,2,5,10,5,10,2,3,3,1,2,2,2,2,1,3,2,4,4,2,27,4,18,138,8,1,,2,3,4,1
2022-09-20 00:13:03,2022-09-20 00:33:33,0,100,1230,1,2022-09-20 00:33:34,R_2VycX9SHmkGO3qC,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,5,1,5,5,2,5,5,5,10,1,1,2,2,5,5,10,10,2,2,5,5,2,1,2,5,1,3,2,1,4,1,31,8,19,138,8,2,r,4,1,2,3
2022-09-20 00:23:38,2022-09-20 00:41:12,0,100,1053,1,2022-09-20 00:41:12,R_PIGP585eThJzX57,anonymous,PT,0.8999999761581421,1,3,5,5,5,9,3,1,5,5,2,5,5,5,9,3,1,1,3,5,5,10,10,2,1,5,5,3,1,1,3,1,3,2,2,5,1,47,8,15,138,8,1,r,1,4,3,2
2022-09-20 00:20:14,2022-09-20 00:43:28,0,100,1393,1,2022-09-20 00:43:28,R_3IZagcU2AmrNmfw,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,3,1,4,4,2,5,5,5,10,1,2,3,2,5,10,5,10,2,2,4,3,2,2,3,3,1,3,2,4,5,1,32,8,15,138,8,1,r,3,1,2,4
2022-09-20 00:41:10,2022-09-20 00:56:09,0,100,898,1,2022-09-20 00:56:09,R_3EGVfavHdRGvuGd,anonymous,PT,0.8999999761581421,1,3,0,5,0,5,3,1,5,5,2,0,5,0,5,3,1,3,1,0,5,0,5,2,3,2,4,2,2,2,2,1,3,2,4,4,2,39,6,17,138,8,1,,1,4,3,2
2022-09-20 00:56:33,2022-09-20 01:06:05,0,100,572,1,2022-09-20 01:06:06,R_2xymmKiDk75KxyF,anonymous,PT,0.8999999761581421,1,1,5,10,5,20,7,1,5,5,1,5,10,10,20,1,1,1,2,10,15,10,20,2,3,1,3,2,1,1,2,1,3,3,4,5,2,25,2,15,138,8,1,,1,4,3,2
2022-09-20 01:05:14,2022-09-20 01:17:09,0,100,714,1,2022-09-20 01:17:09,R_1irpuSbrGJutwTC,anonymous,PT,1,1,1,0,5,0,5,20,1,5,5,1,5,5,5,10,1,1,3,2,10,10,10,10,1,2,4,3,2,1,3,5,1,3,2,3,4,2,31,4,17,138,8,1,,1,4,3,2
2022-09-20 01:11:17,2022-09-20 01:18:50,0,100,453,1,2022-09-20 01:18:51,R_2ccKnn50g4U9iMA,anonymous,PT,1,1,2,0,5,0,5,2,2,4,4,2,0,5,0,5,3,1,1,2,0,5,0,5,2,3,3,3,3,1,1,2,1,3,3,4,4,1,32,3,19,138,8,1,r,2,3,4,1
2022-09-20 01:22:27,2022-09-20 01:48:55,0,100,1587,1,2022-09-20 01:48:55,R_1pDMcVMrVsPirhf,anonymous,PT,1,1,1,0,5,0,10,4,1,5,5,1,5,5,10,10,1,2,2,2,5,10,10,10,1,1,5,5,2,2,1,2,3,4,3,4,5,2,25,2,17,138,8,1,,4,3,2,1
2022-09-20 01:46:41,2022-09-20 02:12:15,0,100,1533,1,2022-09-20 02:12:16,R_2DSydI7ItMvpFAx,anonymous,PT,1,1,3,0,10,0,20,2,5,1,3,1,0,10,0,20,3,1,1,3,0,10,0,20,2,5,1,3,3,1,1,2,1,3,2,3,3,1,30,8,15,138,8,1,r,2,3,4,1
2022-09-20 03:05:42,2022-09-20 03:18:33,0,100,770,1,2022-09-20 03:18:33,R_2VqnEv4gcQi6SXO,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,5,1,4,4,2,5,10,10,20,1,1,1,2,5,10,10,20,2,4,2,1,2,1,1,1.50,1,3,3,3,5,2,25,5,17,138,8,1,,3,2,1,4
2022-09-20 06:52:15,2022-09-20 07:11:46,0,100,1170,1,2022-09-20 07:11:46,R_5BwAaiuEJzN39v3,anonymous,PT,1,1,2,0,5,0,10,3,2,5,3,2,0,5,0,10,1,2,2,2,0,10,0,10,2,5,1,2,2,2,2,1.5,1,3,2,3,4,1,35,8,22,168,8,1,r,1,4,3,2
2022-09-20 07:59:49,2022-09-20 08:10:53,0,100,663,1,2022-09-20 08:10:53,R_pPJeG5kpaSX4JZT,anonymous,PT,1,1,3,5,10,10,15,3,1,5,3,1,5,7.5,10,15,3,1,3,3,5,7.5,10,15,1,1,5,3,3,1,3,3,1,3,2,4,2,1,33,4,16,138,8,1,r,3,2,1,4
2022-09-20 08:43:52,2022-09-20 08:51:12,0,100,440,1,2022-09-20 08:51:12,R_22ITBDkFVQfdRmd,anonymous,PT,0.8999999761581421,1,2,0,3,0,3,10,5,5,1,2,0,3,0,3,3,2,1,3,0,3,0,3,2,5,5,1,2,2,1,5,2,3,2,4,4,2,25,2,6,138,8,1,,2,3,4,1
2022-09-20 09:45:27,2022-09-20 09:53:45,0,100,497,1,2022-09-20 09:53:45,R_1HblfwbXcr64vxb,anonymous,PT,1,1,3,5,5,5,10,2.5,1,4,5,2,5,5,5,10,1,1,2,2,10,10,10,10,2,5,3,2,2,1,2,2,1,3,2,4,5,1,23,1,15,138,8,1,a,3,4,2,1
2022-09-20 09:40:48,2022-09-20 09:56:37,0,100,948,1,2022-09-20 09:56:38,R_3O1wyhFpO8ihLs2,anonymous,PT,0.8999999761581421,1,3,5,5,10,10,2.5,4,2,1,2,5,5,10,10,3,1,2,3,5,5,10,10,2,4,1,1,3,1,2,2,1,3,2,1,3,1,24,3,15,138,8,1,a,2,3,1,4
2022-09-20 09:43:34,2022-09-20 10:01:38,0,100,1084,1,2022-09-20 10:01:39,R_27CH5dthrnr0JU4,anonymous,PT,1,1,3,5,5,5,8,3.5,3,5,2,1,5,5,5,8,3,1,3,3,10,10,10,10,2,3,5,2,3,2,2,1.5,1,3,2,1,5,2,37,6,13,138,8,1,,2,1,4,3
2022-09-20 09:52:13,2022-09-20 10:02:46,0,100,632,1,2022-09-20 10:02:46,R_1iezKIMCRGIrhte,anonymous,PT,1,1,1,0,5,0,10,15,1,5,5,2,0,5,0,5,1,1,1,2,10,10,10,10,2,1,5,5,2,1,1,5,1,3,2,4,5,1,24,7,16,138,8,1,a,3,1,4,2
